,website,202409,202408,202407,202406,202405,202404,202403,202402,202401,202312,202311,202310,202309,202308,202307,202306,202305,202304,202303,202302,202301,202212,202211,202210,202209,202208,202207,202206,202205,202204,202203,202202,202201,202112,202111,202110,202109,202108,202107,202106,202105,202104,202103,202102,202101,202012,202011,202010,202009,202008,202007,202006,202005,202004,202003,202002,202001,201912,201911,201910,201909
81,liftoff.io,['1608923376085520'],[],['1608923376085520'],['1608923376085520'],['1608923376085520'],['1608923376085520'],['1608923376085520'],['1608923376085520'],['1608923376085520'],['1608923376085520'],['1608923376085520'],['1608923376085520'],['1608923376085520'],['1608923376085520'],['1608923376085520'],['1608923376085520'],['1608923376085520'],[],['1608923376085520'],['1608923376085520'],['1608923376085520'],['1608923376085520'],['1608923376085520'],['172288703284380'],['172288703284380'],['172288703284380'],['172288703284380'],['172288703284380'],['172288703284380'],['172288703284380'],['172288703284380'],['172288703284380'],['172288703284380'],['172288703284380'],['172288703284380'],['172288703284380'],"['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']",['172288703284380'],"['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']","['1608923376085520', '172288703284380']"
82,centos.org,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
83,pexels.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['722281101294022'],['722281101294022'],['722281101294022'],['722281101294022'],['722281101294022'],[],['722281101294022'],['722281101294022'],['722281101294022'],[],['722281101294022'],['722281101294022'],['722281101294022'],[],['722281101294022'],['722281101294022'],['722281101294022'],['722281101294022'],['722281101294022'],['722281101294022'],['722281101294022'],['722281101294022'],['722281101294022'],['722281101294022'],['722281101294022'],['722281101294022'],['722281101294022'],['722281101294022'],['722281101294022'],['722281101294022'],['722281101294022'],['722281101294022'],['722281101294022']
84,t-online.de,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
85,repubblica.it,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['247428115450514'],[],['247428115450514'],['247428115450514'],[],['247428115450514'],['247428115450514'],['247428115450514'],['247428115450514'],['247428115450514'],['247428115450514'],['247428115450514'],['247428115450514'],[],[],[]
86,zeit.de,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
87,fcc.gov,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
88,consumerreports.org,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
89,t.me,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
90,hubspot.net,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],
91,ft.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
92,seattletimes.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['1511322088923926', '894503507259758']","['1511322088923926', '894503507259758']","['1511322088923926', '894503507259758']","['1511322088923926', '894503507259758']","['1511322088923926', '894503507259758']","['1511322088923926', '894503507259758']","['1511322088923926', '894503507259758']","['1511322088923926', '894503507259758']","['1511322088923926', '894503507259758']","['1511322088923926', '894503507259758']","['1511322088923926', '894503507259758']","['1511322088923926', '894503507259758']","['1511322088923926', '894503507259758']","['1511322088923926', '894503507259758']",['1511322088923926'],"['1511322088923926', '894503507259758']","['1511322088923926', '894503507259758']",['894503507259758'],['894503507259758'],['894503507259758']
93,google.cn,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
94,edgekey.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,[],,,,[],,,[],,,[],,,[],,[],[],[],[],[],[],[],[],[],[],
95,viber.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
96,matchtv.ru,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['272587290645985'],['272587290645985'],[],['272587290645985'],['272587290645985'],['272587290645985'],[],[],[],['272587290645985'],['272587290645985'],['272587290645985'],['272587290645985'],['272587290645985'],['272587290645985'],['272587290645985'],['272587290645985'],['272587290645985'],['272587290645985'],['272587290645985'],['272587290645985'],['272587290645985'],['272587290645985'],['272587290645985'],['272587290645985'],['272587290645985'],['272587290645985'],['272587290645985'],['272587290645985'],['2042145619225230'],['2042145619225230'],['2042145619225230'],['2042145619225230'],['2042145619225230'],['2042145619225230'],[],[],[],[],[]
97,datadoghq.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
98,windy.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
99,hopkinsmedicine.org,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['1420711198179643'],['1420711198179643'],['1420711198179643'],['1420711198179643'],['1420711198179643'],['1420711198179643'],['1420711198179643'],['1420711198179643'],['1420711198179643'],['1420711198179643'],[],['1420711198179643'],['1420711198179643'],['1420711198179643'],"['1922263408005834', '370444037444595', '1420711198179643']","['1922263408005834', '370444037444595', '1420711198179643']","['1922263408005834', '370444037444595', '1420711198179643']","['1922263408005834', '370444037444595', '1420711198179643']","['1922263408005834', '370444037444595', '1420711198179643']","['1922263408005834', '370444037444595', '1420711198179643']","['1922263408005834', '1420711198179643']","['1922263408005834', '1420711198179643']","['1922263408005834', '1420711198179643']","['1922263408005834', '1420711198179643']","['1922263408005834', '1420711198179643']",[],['1420711198179643'],['1420711198179643'],['1420711198179643'],['1420711198179643'],['1420711198179643'],['1420711198179643'],['1420711198179643'],['1420711198179643']
100,zalo.me,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
101,sciencealert.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
102,name.com,['430511404511700'],['430511404511700'],[],[],[],[],[],['430511404511700'],['430511404511700'],['430511404511700'],['430511404511700'],['430511404511700'],['430511404511700'],['430511404511700'],['430511404511700'],['430511404511700'],['430511404511700'],['430511404511700'],['430511404511700'],['430511404511700'],"['430511404511700', '635474146651132']","['430511404511700', '635474146651132']","['430511404511700', '635474146651132']","['430511404511700', '635474146651132']","['430511404511700', '635474146651132']","['430511404511700', '635474146651132']","['430511404511700', '635474146651132']","['430511404511700', '635474146651132']","['430511404511700', '635474146651132']","['430511404511700', '635474146651132']","['430511404511700', '635474146651132']","['430511404511700', '635474146651132']","['430511404511700', '635474146651132']",[],"['430511404511700', '635474146651132']","['430511404511700', '635474146651132']","['430511404511700', '635474146651132']","['430511404511700', '635474146651132']","['430511404511700', '635474146651132']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
103,xiaomi.net,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,[],[],[],,[],,,,,,,,,[],,,,,,,,,[],,,[],[],,[],[],[],[]
104,g.page,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,[],[],
105,unrulymedia.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
106,dtscout.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],
107,wp.pl,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
108,adidas.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
109,businesswire.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
110,mailchi.mp,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
111,washington.edu,[],['399563999042319'],['399563999042319'],['399563999042319'],['399563999042319'],['399563999042319'],['399563999042319'],['399563999042319'],['399563999042319'],['399563999042319'],['399563999042319'],['399563999042319'],['399563999042319'],['399563999042319'],['399563999042319'],['399563999042319'],['399563999042319'],['399563999042319'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
112,amazon.co.jp,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
113,agoda.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
114,adgrx.com,,,[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],
115,smartsheet.com,[],[],[],['328191634591680'],['328191634591680'],[],[],[],[],[],['328191634591680'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['328191634591680'],['328191634591680'],['328191634591680'],['328191634591680'],['328191634591680'],['328191634591680'],['328191634591680'],['328191634591680']
116,shutterfly.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['755563374467786'],['755563374467786'],['755563374467786'],['755563374467786'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
117,nytimes.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
118,pastebin.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
119,coinmarketcap.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['2401726993442574', '252996273495174']",[],"['2401726993442574', '252996273495174']",[],[],[],[],"['2401726993442574', '252996273495174']","['2401726993442574', '252996273495174']",[],[],[],"['2401726993442574', '252996273495174']",['252996273495174'],['252996273495174'],"['2401726993442574', '252996273495174']","['2401726993442574', '252996273495174']","['2401726993442574', '252996273495174']","['2401726993442574', '252996273495174']","['2401726993442574', '252996273495174']","['2401726993442574', '252996273495174']","['2401726993442574', '252996273495174']",['2401726993442574'],['2401726993442574'],['2401726993442574'],[],[],['2401726993442574'],['2401726993442574'],['2401726993442574'],"['2401726993442574', '1853083501571805']","['2401726993442574', '1853083501571805']",['2401726993442574'],['2401726993442574'],['2401726993442574'],['2401726993442574'],['474395762967718'],['474395762967718'],['474395762967718'],['474395762967718'],['474395762967718'],['474395762967718'],['474395762967718'],['474395762967718'],['474395762967718'],['474395762967718'],['474395762967718']
120,uniqlo.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
121,pp.ru,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
122,paychex.com,[],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],[],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],[],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],[],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082'],['241926129330082']
123,usercentrics.eu,[],,[],[],[],[],[],[],[],[],[],,,,[],[],,[],[],,[],,,[],[],,[],[],,,[],,[],[],,[],,,,,[],,[],[],[],[],[],[],[],[],[],[],,,,,,,,,[]
124,ip-api.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
125,state.gov,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
126,mercadolibre.com.ar,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
127,ovhcloud.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
128,serverbid.com,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,[],,[],,,[],[],,,[],,,,[],,,,,,,,,,,[],,,
129,espn.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
130,livestream.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['1463871750374661'],['1463871750374661'],['1463871750374661'],['1463871750374661'],[],[],['1463871750374661'],['1463871750374661'],['1463871750374661'],['1463871750374661'],['1463871750374661'],[],['1463871750374661'],['1463871750374661'],['1463871750374661'],['1463871750374661'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
131,azureedge.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,[],[],[],,,,,,,,,,,,,
132,wikipedia.org,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
133,constellix.com,['653766832009180'],['653766832009180'],['653766832009180'],[],['653766832009180'],['653766832009180'],['653766832009180'],['653766832009180'],[],[],[],[],[],,,['653766832009180'],['653766832009180'],[],[],[],[],[],[],[],[],[],[],[],[],['653766832009180'],['653766832009180'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
134,piojm.tech,,,,,,,,,,,,,[],,,,,,,,,,,[],,,,,[],[],,,[],[],,,,,,[],,,,,,,,,,,,,,,,,,,,,
135,cia.gov,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
136,cdnhwc1.com,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,intelbras.com.br,[],,[],[],[],[],[],,[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,[],,,,,[],[],[],,[],[],,[],,[],[],[],[],[],[],[],[],[],[]
138,skype.com,[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,standard.co.uk,[],['663967957112574'],[],['663967957112574'],['663967957112574'],['663967957112574'],[],['663967957112574'],['663967957112574'],['663967957112574'],[],[],[],['663967957112574'],['663967957112574'],[],[],['663967957112574'],['663967957112574'],[],[],['663967957112574'],['2334501959973070'],[],[],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],[],['2334501959973070'],[],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],[],['2334501959973070'],[],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070'],['2334501959973070']
140,vercel.app,[],[],[],[],[],[],[],[],[],[],,[],,[],[],[],[],,[],[],,[],[],,[],,[],,[],[],,,[],[],,,[],[],,,[],,,[],,[],[],,,[],[],,,,,,,,,,
141,launchpad.net,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
142,news.com.au,['285633425101545'],[],[],[],[],[],['285633425101545'],[],[],[],[],[],[],[],[],['285633425101545'],[],['285633425101545'],[],[],[],[],[],['285633425101545'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['285633425101545'],['285633425101545'],['285633425101545'],['285633425101545']
143,afraid.org,,[],[],[],[],[],[],[],[],[],,[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,[],,[],[],[],[],[],,[],[],[],[],[],,[],[],[],[],[],[],[],,[],[],,[],[],[],[]
144,france24.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
145,statista.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['102463640336567'],['102463640336567'],['102463640336567'],['102463640336567'],['102463640336567'],['102463640336567'],['102463640336567'],['102463640336567'],['102463640336567'],['102463640336567'],['102463640336567'],['102463640336567'],[],[],[],[],[],[],[]
